,AAPL,ABC,ABEV,ACI,ACN,ADBE,ADI,ADM,ADP,ADSK,AGR,ALE,AMAT,AMD,AMZN,APH,ATO,ATVI,AVA,AVGO,AWK,BG,BTI,BYND,CAG,CASY,CCEP,CDNS,CHD,CL,CLX,CNP,CPB,CRM,CRWD,CSCO,CTSH,CTVA,CVS,CWEN,DAR,DDOG,DEO,DTE,DUK,EA,EBAY,EIX,EL,ES,ETR,EVRG,EXC,FB,FIS,FISV,FLO,FMX,FRPT,FTNT,GIS,GO,GOOGL,GPN,HAIN,HE,HLF,HPQ,HRL,HSY,IBM,IDA,IFF,INGR,INTC,INTU,K,KDP,KEYS,KHC,KLAC,KMB,KO,KR,LNT,LRCX,LW,MA,MCHP,MCK,MDLZ,MDU,MGEE,MKC,MNST,MO,MRVL,MSEX,MSFT,MSI,MU,NEE,NEP,NEW,NFG,NFLX,NI,NJR,NOVA,NOW,NVDA,NWN,NXPI,OGE,OGS,OLPX,ORA,ORCL,OTTR,PANW,PAYX,PCG,PEG,PEP,PG,PM,PNM,POR,POST,PPC,PPL,PYPL,QCOM,REYN,SAM,SEB,SHOP,SJI,SJM,SJW,SNAP,SNOW,SNPS,SO,SPB,SPY,SQ,SR,STZ,SWX,SYY,TAP,TEL,TSN,TWLO,TXN,UGI,UL,USFD,UTL,V,VST,WBA,WDAY,WEC,WTRG,XEL,XLNX,YORW,ZM
,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close,close
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 00:00:00-05:00,179.69,131.4,2.71,29.65,404.48,554.1,175.51,69.14,245.17,278.31,49.58,65.98,158.35,144.41,3349.75,86.77,106.26,67.2,42.76,670.81,179.49,94.51,38.07,61.64,34.2,194.85,56.31,178.3,101.82,84.87,175.61,27.46,44.11,248.22,189.27,61.25,91.41,47.78,104.29,35.4,71.03,158.02,222.11,119.37,103.4,135.76,65.13,66.69,371.8,88.39,111.33,67.98,57.0,336.5,114.52,108.97,27.58,78.71,93.61,322.31,67.88,27.85,2887.6,145.42,43.03,41.99,41.86,39.22,49.0,194.87,138.06,112.33,149.61,97.77,53.13,618.23,65.32,37.26,197.4,36.9,430.98,143.19,60.28,46.16,60.71,712.0,63.31,375.42,87.47,248.11,66.45,31.08,80.1,96.5,97.78,49.03,88.36,119.06,329.04,264.69,96.37,90.68,81.28,0.36,65.01,590.96,27.62,40.67,26.69,603.81,292.99,49.38,232.87,37.87,77.63,27.73,78.82,88.88,68.43,524.0,134.23,12.45,65.99,173.22,163.47,96.33,45.65,52.445,113.64,27.98,29.99,191.06,187.22,31.58,508.17,3867.0,1221.045,26.33,138.57,70.81,44.04,315.54,352.99,68.18,103.44,477.51,156.33,65.41,254.63,69.0,80.88,48.9,164.15,89.55,250.82,190.79,45.75,53.78,35.96,46.1,222.46,22.52,53.47,253.02,95.84,52.88,68.37,214.88,47.92,179.86
2022-01-05 00:00:00-05:00,174.74,132.5,2.63,29.95,397.25,514.28,172.83,68.62,242.96,264.24,49.94,66.85,153.7,136.12,3288.0,85.16,106.59,66.29,42.6,642.98,178.12,93.98,38.38,58.5,34.15,193.53,57.445,172.63,102.59,85.22,177.43,27.39,44.28,227.66,179.37,60.29,90.01,47.25,105.82,33.97,67.64,145.52,219.4,119.29,103.64,133.69,64.5,65.19,356.11,89.25,111.52,67.51,56.97,324.24,116.54,108.33,27.88,78.7,89.5,303.49,68.82,27.27,2754.62,146.42,42.6,41.99,42.06,38.9,49.65,197.09,138.22,112.42,144.98,98.59,53.84,593.7,65.67,37.02,192.2,36.76,420.42,144.07,60.81,46.84,61.26,690.67,63.11,373.91,84.52,247.29,67.4,30.9,80.64,96.91,96.0,48.66,84.02,118.57,316.2,258.96,94.4,89.73,79.31,0.3239,64.61,567.04,27.78,39.44,23.89,572.76,275.96,49.57,224.37,37.75,78.31,25.02,76.77,86.47,67.73,504.87,131.69,11.865,65.83,173.82,164.21,95.97,45.65,52.81,114.52,27.73,30.04,187.17,186.46,31.57,501.48,3857.21,1190.0,25.84,141.01,71.37,41.33,296.69,339.77,68.25,101.04,468.38,143.59,65.69,253.38,68.31,80.25,49.415,160.71,89.72,235.22,186.78,46.03,53.7,35.5,46.05,220.04,22.125,54.061,248.15,96.96,52.95,69.05,201.61,47.26,174.88
2022-01-06 00:00:00-05:00,172.01,130.45,2.595,31.22,378.01,514.05,173.47,69.23,241.47,264.19,49.63,67.76,156.34,136.17,3264.32,85.19,105.76,63.82,42.64,636.9,175.26,96.11,38.65,67.06,33.53,196.92,57.82,173.07,102.72,84.69,178.58,27.65,45.04,229.15,187.48,60.93,88.22,47.9,102.6,34.15,65.14,143.89,215.05,119.58,103.46,129.72,66.81,64.61,355.29,88.925,109.65,67.25,56.74,332.5,116.64,109.15,27.93,78.78,88.52,314.39,68.48,26.81,2755.85,151.26,42.5,42.15,43.62,38.69,49.34,196.55,135.34,113.03,143.82,98.77,54.02,586.5,65.96,37.435,192.59,36.83,432.51,143.13,60.47,47.12,61.03,701.75,67.73,369.94,85.3,244.65,67.42,31.01,80.93,96.485,95.54,49.22,85.53,116.7,313.84,257.72,95.66,85.78,77.92,0.3194,64.07,553.29,27.66,39.68,23.815,574.04,281.78,49.51,227.06,37.73,78.86,25.1,76.64,86.33,68.06,532.91,130.82,11.82,65.89,173.88,162.85,97.4,45.98,52.58,114.21,28.39,30.01,192.27,186.05,31.64,499.34,3868.53,1167.85,25.66,141.35,70.99,41.68,297.09,344.96,68.16,102.21,467.93,144.73,66.04,244.58,67.74,79.66,49.77,161.57,90.83,238.66,186.76,45.41,53.17,35.4,46.45,219.74,22.335,52.45,250.63,96.34,52.2,68.52,204.05,47.22,176.33
2022-01-07 00:00:00-05:00,172.25,133.12,2.59,31.21,370.75,510.69,168.88,69.8,238.76,262.23,50.13,67.7,150.74,131.99,3251.71,82.13,105.27,64.06,42.98,618.88,173.51,96.96,38.98,68.55,34.75,196.515,57.82,166.0,103.61,84.44,179.96,27.65,45.85,228.3,188.99,61.15,87.42,48.42,104.19,33.86,65.51,143.79,211.45,119.69,104.5,131.77,66.31,65.0,354.96,89.67,112.13,67.55,56.64,331.79,117.64,108.82,28.03,79.6,88.94,314.44,68.56,27.91,2740.24,150.19,42.49,42.74,43.29,38.64,49.84,195.89,134.81,113.63,141.98,99.49,53.42,567.55,66.61,37.31,188.0,37.36,416.91,143.75,60.33,48.12,60.99,669.06,70.26,369.86,81.91,249.93,67.5414,31.46,80.84,96.04,94.06,49.79,83.07,112.31,314.11,252.55,94.45,86.42,79.1,0.35,64.81,541.06,27.87,40.02,23.95,566.15,272.47,49.77,221.34,37.53,78.97,24.51,75.98,87.5,67.63,525.02,128.84,12.2,67.0,174.09,162.73,99.13,45.95,53.27,115.53,28.47,30.26,187.6,180.41,32.07,517.96,3948.1,1144.5,26.05,143.33,70.44,41.35,299.71,330.35,68.64,101.08,466.12,141.6,66.53,246.19,68.12,80.45,50.64,158.51,91.01,230.1,179.44,44.83,53.79,35.92,47.01,216.98,22.71,53.82,250.21,97.21,52.18,69.1,193.06,46.53,171.68
2022-01-10 00:00:00-05:00,172.17,134.65,2.6,31.94,372.99,525.99,170.4,69.94,232.88,262.45,48.38,67.38,149.57,132.0,3229.62,81.91,105.18,63.11,42.94,621.68,170.1,96.13,39.69,66.7,34.17,196.77,57.83,165.88,102.8,83.71,179.7,27.7,45.84,229.74,192.53,61.84,86.68,47.39,105.06,33.15,65.99,146.09,211.32,120.17,104.58,128.94,64.57,65.65,336.06,88.99,111.7,66.83,56.83,328.09,116.36,107.78,28.21,80.17,88.59,324.71,68.78,27.91,2774.23,147.02,41.13,42.57,43.35,38.96,49.86,194.63,135.01,112.72,140.59,99.71,55.22,570.45,66.98,37.31,186.87,37.37,419.0,144.58,60.42,49.11,60.66,664.34,68.57,364.01,82.96,250.84,67.03,31.1,79.79,94.62,92.7,50.54,82.21,109.74,314.32,256.05,93.9,84.3,78.2,0.3278,62.73,539.71,27.78,39.59,23.89,572.0,274.18,49.36,221.9,37.53,79.29,24.27,75.56,89.31,65.76,522.73,126.58,12.235,66.27,174.17,160.52,100.27,46.14,53.13,115.01,28.5,30.23,182.97,179.82,31.51,510.78,3955.0,1132.58,25.89,143.25,69.345,41.73,302.99,329.34,68.53,100.29,465.56,144.47,66.55,247.17,67.84,79.32,49.28,158.23,90.77,227.66,182.98,45.135,54.24,35.49,46.53,212.13,22.46,53.71,252.26,96.91,51.71,69.87,193.55,45.98,172.67
2022-01-11 00:00:00-05:00,175.09,136.46,2.66,28.785,375.11,530.04,173.66,70.49,235.38,270.69,48.18,66.34,152.5,137.31,3307.94,82.62,104.64,65.86,42.49,622.04,168.39,97.74,40.42,69.36,33.98,196.48,58.53,169.23,101.82,83.18,179.58,27.41,45.08,234.87,196.12,62.38,88.0,48.41,106.05,33.63,67.08,148.62,209.89,118.79,103.24,130.81,66.43,64.38,340.76,86.62,108.74,66.36,55.59,334.45,117.56,109.48,27.82,80.96,98.25,323.55,68.55,27.27,2795.97,149.09,41.17,42.21,44.12,39.19,49.7,194.0,132.85,110.48,146.16,100.23,55.92,578.92,66.59,37.84,191.76,37.59,425.83,143.15,60.48,47.71,59.79,673.26,69.34,366.41,84.65,254.92,67.25,30.52,78.03,95.21,94.59,49.49,86.25,108.48,314.99,256.08,94.22,84.79,77.9,0.335,63.46,540.85,27.82,38.68,24.49,577.94,278.22,48.27,227.69,37.265,79.29,25.05,77.07,88.51,64.67,526.04,128.83,12.17,65.85,174.12,158.67,101.0,45.77,52.55,114.81,28.6,29.96,191.52,185.47,31.55,504.58,3994.98,1157.41,25.63,142.11,68.8,43.32,301.12,340.41,67.66,101.56,469.74,148.44,65.89,252.71,66.93,78.43,49.23,160.31,90.99,234.3,184.69,45.23,53.96,36.09,45.53,214.39,22.52,54.33,255.9,95.33,51.47,68.62,200.65,45.95,175.97
2022-01-12 00:00:00-05:00,175.61,135.72,2.68,29.63,377.24,532.57,173.75,70.43,234.64,269.6,48.25,65.65,159.56,137.47,3305.75,82.89,104.18,64.8,42.68,621.97,169.19,98.57,40.66,67.6,33.55,195.04,58.59,170.19,102.61,82.87,182.09,27.43,45.22,237.95,188.03,62.12,88.08,48.87,105.79,33.42,67.03,146.34,209.4,119.22,103.62,132.51,64.32,64.43,345.61,87.48,109.25,66.68,55.99,333.26,117.51,108.51,27.899,81.98,96.5,320.79,68.34,27.12,2828.61,148.74,40.5,41.91,44.11,39.02,49.05,195.85,133.61,110.32,146.14,100.1,55.75,577.35,66.39,38.01,190.3,37.31,433.99,143.09,60.55,47.13,60.15,686.53,68.84,367.33,85.25,254.59,67.37,30.28,77.49,95.37,94.01,49.48,84.93,106.77,318.29,256.85,95.12,85.1,76.71,0.3239,63.27,537.26,27.95,38.62,24.61,573.66,280.0,47.79,229.11,37.27,78.25,23.89,76.26,88.34,64.16,532.2,128.28,12.5,66.04,173.94,159.0,101.45,45.86,52.52,114.81,28.22,29.96,187.22,186.39,31.83,485.0,3985.0,1169.61,25.44,140.83,68.52,42.73,307.02,338.59,67.79,102.42,471.06,145.49,64.93,248.12,66.47,78.2,48.58,160.77,90.73,227.22,186.04,45.87,53.6,35.91,44.89,215.78,22.92,53.92,258.07,95.71,50.63,68.6,197.88,45.6,170.63
2022-01-13 00:00:00-05:00,172.32,134.86,2.72,31.0,361.48,516.96,169.83,70.94,232.03,260.17,48.53,66.09,157.25,132.75,3224.97,81.89,105.975,64.18,43.23,596.78,168.1,98.75,41.69,70.87,34.37,196.0,59.64,163.16,103.28,82.55,183.02,27.56,45.89,228.66,174.91,61.51,87.23,48.91,105.35,33.0,66.42,135.0,207.64,119.87,104.19,130.84,63.28,64.09,334.33,88.07,110.64,66.74,56.49,326.56,117.47,108.96,28.27,82.275,96.15,307.89,68.91,27.45,2773.06,149.25,40.32,42.29,44.67,38.77,49.51,196.74,134.77,110.82,145.87,100.64,54.96,552.82,66.84,38.48,186.6,37.65,421.9,142.89,60.93,49.5,60.64,686.77,69.05,369.76,83.72,254.78,67.64,30.35,78.26,95.52,94.4,50.33,78.62,104.7,305.0,251.11,95.62,84.9,77.1,0.318,62.56,519.0,28.34,38.73,24.06,521.25,265.86,48.4,221.8,37.57,79.34,22.86,75.91,87.8,64.07,498.6,126.63,12.75,66.29,174.19,158.34,102.12,46.02,53.15,116.77,27.98,30.005,181.06,184.0,31.89,489.0,4020.0,1064.54,25.53,142.98,68.66,38.3684,291.72,327.52,68.36,100.86,464.54,136.95,66.05,247.13,65.95,80.43,50.28,159.74,93.24,217.09,184.16,45.82,53.68,37.14,46.37,215.16,22.62,54.19,249.41,97.29,50.67,69.01,191.33,46.1,162.01
2022-01-14 00:00:00-05:00,173.05,136.2,2.75,30.92,353.31,520.58,172.0,71.54,228.73,259.11,48.06,65.83,167.01,136.88,3242.4,81.62,106.04,65.39,43.63,596.47,163.62,98.7,42.45,66.58,35.1,190.91,59.66,161.74,104.23,83.45,186.61,27.62,46.38,231.24,176.7,61.34,87.2,48.6,106.22,32.96,65.67,138.22,206.16,119.37,104.04,130.44,63.45,63.76,322.16,87.38,111.07,65.84,56.24,331.94,118.03,109.06,29.07,82.87,91.22,312.63,69.9,26.425,2787.33,150.54,40.4,42.08,45.12,38.4,49.08,199.53,134.21,110.42,145.81,100.96,55.7,550.69,67.52,39.28,187.16,38.02,445.35,143.15,61.37,49.12,60.06,729.98,68.93,372.14,84.28,256.52,68.1,30.45,77.84,96.41,89.94,50.82,83.04,102.035,310.2,251.14,97.37,83.2,76.25,0.3084,63.97,525.54,28.34,39.22,23.59,530.86,269.48,49.82,225.29,38.0,80.43,22.86,76.53,87.69,64.25,499.01,124.99,13.01,65.25,175.65,159.8,103.37,46.19,53.205,117.75,28.11,29.96,178.41,188.74,32.06,450.2907,3926.01,1102.225,26.04,145.15,68.18,38.03,289.55,326.16,68.65,99.94,464.68,133.08,66.76,248.62,65.73,79.8,51.68,160.75,93.74,215.16,187.0,46.26,54.3,36.94,46.51,214.7,22.59,54.29,254.31,96.25,49.41,68.97,198.53,45.7,159.73
2022-01-18 00:00:00-05:00,169.83,133.8,2.61,30.48,348.42,513.35,166.51,71.3,226.44,252.01,47.31,63.64,152.38,131.93,3178.48,79.85,105.42,82.33,43.92,578.2,162.02,98.13,43.26,63.87,35.3,188.9675,58.45,153.53,103.22,83.16,181.01,27.34,46.29,226.04,172.81,59.74,86.2,48.145,104.51,32.67,67.17,131.87,203.05,118.4,101.87,133.87,61.61,63.75,310.96,86.86,109.85,64.53,56.06,318.29,114.5,106.4,28.99,83.1,88.63,308.48,69.26,25.44,2720.62,147.11,36.76,42.02,45.2,37.64,49.24,198.39,132.97,108.97,141.22,100.5,54.79,537.85,67.0,38.15,181.37,37.43,412.7,140.88,60.9,48.59,59.685,679.03,67.7,366.31,79.33,252.54,67.37,30.27,76.44,97.5,86.7,50.48,77.67,98.89,302.77,245.45,92.89,81.26,72.79,0.2901,63.09,510.78,28.17,39.14,22.48,522.3,259.03,48.77,217.42,37.72,80.22,20.84,75.77,85.57,62.51,502.4,123.03,12.72,65.23,173.97,156.77,101.78,45.26,52.64,116.02,27.95,29.89,174.47,178.88,31.39,444.7101,3889.99,1054.66,25.79,145.39,67.2,35.74,287.72,313.4,68.02,97.2,456.53,130.0,66.62,243.42,65.78,78.93,51.68,159.05,93.73,207.24,182.29,46.32,46.458,36.14,45.59,215.8741,22.45,53.52,245.86,95.76,48.46,68.39,188.01,45.01,157.64
2022-01-19 00:00:00-05:00,166.21,132.39,2.65,29.37,343.84,516.505,163.04,71.01,224.8,254.47,47.28,64.1,143.04,128.27,3125.57,78.51,105.35,82.16,43.57,563.68,161.01,96.72,42.87,63.13,35.56,188.75,58.26,153.269,102.92,84.06,181.11,27.35,46.04,226.37,175.65,58.89,86.04,47.23,103.49,33.59,66.74,131.01,204.66,118.64,102.17,136.91,62.29,63.49,309.62,86.88,110.34,64.91,56.5,319.61,113.31,106.04,28.92,81.18,89.385,307.09,69.15,24.99,2702.33,145.92,37.255,41.87,45.39,36.6,49.16,199.64,131.61,109.64,139.38,100.7,53.59,545.35,66.594,38.375,180.46,37.21,393.16,142.68,61.0,48.59,59.41,642.1,67.02,360.85,76.64,251.14,67.6,29.88,76.43,96.05,86.79,50.1,76.89,97.755,303.31,244.33,89.99,82.58,73.51,0.285,61.26,515.94,27.94,38.56,21.54,521.32,250.62,48.56,210.85,37.74,79.64,20.53,78.13,83.38,62.72,519.99,121.26,12.64,65.55,175.24,162.0,101.49,44.96,53.15,115.68,27.86,29.82,173.52,172.31,31.195,456.16,3887.02,1031.835,25.29,143.39,67.77,35.05,282.53,312.12,68.33,93.19,451.79,128.14,65.875,242.81,64.97,77.71,50.23,157.0,92.71,203.73,178.26,46.08,50.045,35.87,45.34,214.69,22.48,53.53,249.41,96.03,48.26,68.11,189.06,44.86,157.26
2022-01-20 00:00:00-05:00,164.52,132.88,2.65,28.2,342.6,510.89,158.72,68.87,220.28,252.39,46.24,63.97,139.15,121.89,3033.41,77.91,105.02,81.77,44.07,547.72,162.6,94.8,42.54,61.44,35.45,184.73,58.17,150.31,101.96,83.28,175.95,27.21,44.81,222.89,173.98,58.08,85.71,46.53,102.37,33.38,64.65,130.01,204.52,118.33,102.28,138.88,60.71,63.37,301.13,86.67,109.97,64.25,56.98,316.56,113.19,106.32,28.34,81.54,88.58,305.0,68.48,25.0,2666.23,144.91,36.12,42.37,45.28,36.1,48.92,199.19,130.78,109.8,141.0,99.67,52.04,544.97,66.12,38.11,177.47,37.07,383.28,141.5,60.75,47.27,59.73,619.68,65.32,364.0,73.93,251.8,67.75,29.56,76.24,95.34,86.41,50.33,73.79,99.0,301.64,238.78,85.02,83.5,73.77,0.2801,60.32,508.16,27.83,38.69,22.13,515.54,241.52,48.29,199.555,37.44,77.95,20.28,75.36,82.69,62.22,519.14,121.02,12.52,65.59,173.9,161.93,101.995,44.95,52.76,114.12,27.55,29.71,173.24,166.49,31.105,452.79,3786.96,1024.04,24.81,141.13,67.93,34.98,279.27,309.96,67.87,92.02,446.79,127.54,64.45,243.53,65.17,78.01,49.34,154.01,90.46,201.64,173.43,45.72,49.39,35.44,44.61,214.22,21.73,53.18,251.86,96.66,48.2,68.16,185.58,44.5,155.81
2022-01-21 00:00:00-05:00,162.35,131.42,2.68,28.26,335.49,499.9,159.49,68.96,217.01,239.04,46.12,63.72,134.97,118.8099,2851.16,77.005,104.59,81.35,43.76,533.06,161.33,94.33,42.545,61.6,35.24,180.94,56.7,148.37,103.37,83.65,178.56,27.33,45.29,218.59,164.73,56.65,84.26,45.43,101.61,32.88,62.76,125.55,203.29,118.45,102.98,139.01,59.53,62.96,296.9,87.1,109.41,64.12,56.76,303.04,111.74,104.88,28.74,82.13,86.8,288.46,69.02,25.14,2604.2,140.77,36.17,42.11,44.35,34.83,49.13,200.26,129.33,109.3,139.18,97.67,52.02,528.45,66.6,37.84,173.43,37.0,373.52,143.34,60.41,46.92,59.78,605.41,64.8,354.86,73.28,246.5,68.36,28.98,76.79,95.7,85.59,50.32,72.52,97.89,295.91,237.07,81.91,82.59,73.09,0.26,59.14,397.2,27.51,38.28,20.3,507.13,233.51,47.53,199.94,37.3,77.32,19.09,73.33,82.21,62.98,483.53,118.65,12.24,65.43,174.16,162.6,102.9,45.31,52.5,112.78,27.325,29.66,163.52,164.94,30.97,443.47,3732.5,880.4,24.38,143.18,68.32,32.1,267.52,303.11,67.81,89.3,438.11,118.02,64.23,241.0,63.63,77.4,48.61,150.9,89.91,192.12,175.69,45.2,49.25,34.42,45.12,205.96,21.72,52.46,245.41,97.0,48.12,68.22,187.56,44.695,147.62
2022-01-24 00:00:00-05:00,162.13,131.53,2.68,28.49,339.03,519.68,161.49,68.59,218.2,245.35,45.55,63.98,139.29,116.58,2891.9,77.37,102.34,79.97,44.11,542.09,159.82,93.59,43.58,62.6,35.32,189.4,56.86,151.66,102.43,83.68,176.95,27.15,45.33,223.16,167.37,56.91,85.15,46.07,103.53,33.21,63.32,136.07,202.96,116.93,102.53,135.22,59.63,62.25,301.8,86.15,108.19,63.61,56.11,309.02,111.79,102.75,28.59,80.59,88.4,290.73,68.55,25.36,2619.37,140.81,37.25,42.03,43.5,35.62,49.02,199.93,129.06,108.34,136.61,96.5,51.92,535.18,66.22,38.181,175.52,36.39,391.53,141.81,59.97,47.72,58.74,622.13,64.89,349.42,74.93,248.41,67.61,29.16,76.95,94.17,88.14,49.97,72.09,98.97,296.72,239.66,82.95,81.87,72.8,0.225,60.2,387.18,27.04,38.86,21.52,525.75,233.76,47.18,203.11,37.1,75.09,20.74,75.54,82.41,62.88,504.22,120.04,12.17,64.35,173.3,161.3,100.61,44.74,52.0,112.73,27.54,29.56,162.2,170.22,30.91,450.68,3641.0,939.02,24.48,142.03,68.08,31.8001,277.35,308.34,67.38,88.93,439.88,117.26,63.23,240.16,65.06,77.18,49.88,152.61,90.64,197.48,178.34,44.4,53.54,35.34,45.11,201.89,21.96,52.36,247.63,95.17,47.82,67.44,185.55,45.93,153.03
2022-01-25 00:00:00-05:00,159.88,131.02,2.79,27.09,335.13,502.72,155.91,68.37,216.88,233.6,45.08,62.66,132.99,111.07,2800.06,76.03,103.91,79.12,44.33,533.81,157.0,94.64,43.11,61.24,35.05,185.23,56.35,142.4,101.63,81.75,174.55,27.28,44.39,215.68,158.6,56.11,82.26,46.06,103.1,33.06,61.95,125.27,200.96,117.63,102.33,131.11,58.19,61.8,294.48,85.57,107.68,62.91,55.46,300.36,110.23,101.05,28.12,80.03,83.86,272.95,68.34,24.89,2538.38,139.5,36.18,41.89,43.66,34.99,48.22,194.77,136.125,107.53,134.09,94.56,51.01,515.73,66.2,38.07,168.79,36.22,369.91,139.58,59.83,45.08,58.31,588.07,64.01,338.8,72.6,245.8,66.98,29.01,76.19,93.02,86.35,50.04,66.97,103.68,288.41,233.89,80.71,75.11,70.82,0.2178,59.62,366.41,27.14,38.72,20.395,494.9,223.24,47.36,194.76,37.03,75.9,21.34,73.32,81.11,62.32,475.46,118.87,12.36,64.73,171.42,159.56,102.14,44.37,51.48,107.42,27.38,29.54,158.21,165.39,30.67,435.76,3653.0,894.72,24.41,139.4,68.48,30.67,263.45,291.54,67.24,86.49,434.51,115.24,64.11,236.38,65.2,77.07,50.22,149.01,90.29,185.88,174.185,44.37,52.72,35.31,45.43,202.0,21.67,50.98,236.1,94.75,47.87,67.89,173.16,45.21,145.98
2022-01-26 00:00:00-05:00,159.75,130.53,2.75,26.84,329.98,501.21,159.81,72.26,197.52,233.28,44.83,62.74,135.67,110.71,2777.45,76.28,103.65,78.7684,44.13,557.13,155.44,96.18,42.57,60.23,34.83,183.42,56.98,141.51,98.93,81.38,164.65,27.32,43.52,211.0,161.04,55.33,81.83,46.01,104.86,33.18,61.67,128.16,198.13,118.11,101.97,130.09,57.72,62.11,292.4,84.65,107.17,62.98,55.7,294.61,108.99,99.97,27.965,79.49,84.73,271.14,67.76,25.11,2586.14,140.48,35.67,41.47,43.37,35.23,46.55,194.13,134.11,107.09,133.23,94.28,51.69,507.17,64.77,37.4,168.5,36.04,381.15,134.7,59.65,44.36,58.1,597.33,63.68,344.3,74.39,247.03,66.64,29.0,75.42,91.92,84.64,49.45,67.67,100.32,296.94,227.36,82.0,72.48,72.65,0.1953,59.37,359.16,27.32,39.09,18.86,484.81,227.72,47.29,197.05,37.15,76.18,20.53,66.72,79.58,62.06,476.24,113.58,12.3,64.67,169.57,158.11,101.37,44.23,51.18,105.9,27.29,29.28,156.98,167.0,30.02,421.26,3630.17,869.36,24.35,137.38,67.89,28.61,253.02,288.41,67.02,87.22,433.45,110.99,63.645,234.33,66.05,77.05,48.37,140.55,90.585,179.16,178.38,44.71,51.3,34.94,45.43,205.87,21.53,49.76,225.24,94.11,48.1,67.62,175.6,45.24,140.18
2022-01-27 00:00:00-05:00,159.2,134.57,2.835,27.46,333.17,493.05,154.59,74.21,196.23,228.58,45.33,62.61,130.1,102.57,2794.04,75.03,104.83,78.89,43.97,541.9,156.15,96.53,42.71,56.53,35.36,185.6,55.71,138.88,98.62,82.68,165.45,27.37,44.21,212.72,159.96,54.59,81.79,46.84,106.8,32.58,60.59,128.13,200.8,119.81,103.24,131.13,56.69,61.47,298.02,85.73,109.59,63.35,56.13,294.61,109.23,100.28,28.1,77.27,83.3,269.71,68.34,24.55,2579.4,141.03,35.55,41.15,43.61,35.21,46.75,194.37,132.51,106.56,131.96,94.54,48.06,517.22,65.16,37.595,161.12,36.09,361.01,137.48,59.65,45.39,58.91,555.27,63.58,350.54,71.04,255.13,67.48,28.82,75.45,98.2,83.16,50.35,64.89,99.37,299.79,223.21,78.71,72.52,71.63,0.1935,59.71,386.36,27.97,39.37,17.74,528.69,219.3,47.3,187.94,37.29,76.73,19.7,63.71,79.8,62.14,485.21,111.6,12.39,65.41,169.37,159.13,102.22,44.37,51.75,104.74,27.07,29.35,158.1,161.15,30.0901,415.34,3650.0,815.52,24.37,138.99,67.36,28.31,244.72,285.1,68.03,87.94,431.27,105.61,64.77,234.85,66.25,76.66,48.17,137.26,90.03,176.75,174.77,44.23,51.2,34.13,46.15,205.86,21.3,49.99,225.89,95.11,47.2,68.94,173.41,44.51,136.73
